Name RNA Mapping_rate Group
TS117 SRR3031978 0.921 BIG
TS117 SRR3119178 0.9692 BIG
TS117 SRR3119184 0.9697 BIG
TS117 SRR3119185 0.9768 BIG
TS117 SRR3119186 0.9781 BIG
TS117 SRR3119187 0.9813 BIG
TS117 SRR3119188 0.9759 BIG
TS117 SRR3119189 0.9747 BIG
TS117 SRR3119190 0.9718 BIG
TS117 SRR786507 0.9753 BIG
TS117 SRR786508 0.9762 BIG
TS117 SRR786509 0.9752 BIG
TS117 SRR786514 0.9846 BIG
TS117 SRR786515 0.9775 BIG
TS117 SRR786516 0.9795 BIG
TS117 SRR786517 0.9785 BIG
TS117 SRR786520 0.9311 BIG
TS117 SRR786521 0.9307 BIG
TS117 SRR786522 0.9462 BIG
TS117 SRR786523 0.9458 BIG
TS117 SRR786525 0.9716 BIG
TS117 SRR786526 0.957 BIG
TS117 SRR786527 0.9659 BIG
TS117 SRR786528 0.9754 BIG
TS117 SRR786529 0.9562 BIG
TS117 SRR786530 0.9599 BIG
TS117 SRR786531 0.9464 BIG
TS117 SRR786532 0.9402 BIG
TS117 SRR786533 0.9522 BIG
TS117 SRR786534 0.9551 BIG
TS117 SRR786535 0.962 BIG
TS117 SRR786536 0.965 BIG
TS117 SRR786537 0.9622 BIG
TS117 SRR786538 0.9381 BIG
TS117 SRR786539 0.9418 BIG
TS117 SRR786540 0.9668 BIG
TS117 SRR786541 0.9637 BIG
TS117 SRR786542 0.9696 BIG
TS117 SRR786543 0.9213 BIG
TS117 SRR786544 0.9129 BIG
TS117 SRR786545 0.9581 BIG
TS117 SRR786546 0.9672 BIG
TS117 SRR786547 0.9652 BIG
TS117 SRR786548 0.9631 BIG
TS117 SRR786549 0.962 BIG
TS117 SRR786550 0.9695 BIG
TS117 SRR786551 0.9683 BIG
TS117 SRR786581 0.9535 BIG
TS117 SRR786582 0.9597 BIG
TS117 SRR786583 0.9546 BIG
TS117 SRR786584 0.9602 BIG
TS117 SRR786585 0.9628 BIG
TS117 SRR786586 0.9638 BIG
TS117 SRR786587 0.954 BIG
TS117 SRR786588 0.9568 BIG
TS117 SRR786589 0.967 BIG
TS117 SRR786590 0.9704 BIG
TS117 SRR786591 0.9627 BIG
TS117 SRR786592 0.965 BIG
TS117 SRR786593 0.968 BIG
TS117 SRR786594 0.9708 BIG
TS117 SRR786595 0.9629 BIG
TS117 SRR786596 0.9658 BIG
TS166 SRR10435545 0.9807 BIG
TS166 SRR10435546 0.9877 BIG
TS166 SRR10435547 0.9884 BIG
TS166 SRR10435549 0.9162 BIG
TS166 SRR12560324 0.9573 BIG
TS166 SRR2064660 0.9921 BIG
TS166 SRR2064662 0.9957 BIG
TS166 SRR2064663 0.9965 BIG
TS166 SRR2064665 0.9897 BIG
TS166 SRR2064668 0.9912 BIG
TS166 SRR2064671 0.9933 BIG
TS166 SRR2356898 0.9339 BIG
TS166 SRR2356905 0.9591 BIG
TS166 SRR2356907 0.9579 BIG
TS166 SRR2356916 0.948 BIG
TS166 SRR2356941 0.9238 BIG
TS166 SRR2356969 0.9509 BIG
TS166 SRR2939611 0.9701 BIG
TS166 SRR2939613 0.9748 BIG
TS166 SRR2939615 0.9729 BIG
TS166 SRR3031978 0.9192 BIG
TS166 SRR3119178 0.9853 BIG
TS166 SRR3119184 0.9862 BIG
TS166 SRR3119185 0.9932 BIG
TS166 SRR3119186 0.9932 BIG
TS166 SRR3119187 0.9943 BIG
TS166 SRR3119188 0.9936 BIG
TS166 SRR3119189 0.993 BIG
TS166 SRR3119190 0.9888 BIG
TS166 SRR786507 0.9842 BIG
TS166 SRR786508 0.9839 BIG
TS166 SRR786509 0.9846 BIG
TS166 SRR786514 0.9807 BIG
TS166 SRR786515 0.9729 BIG
TS166 SRR786516 0.9758 BIG
TS166 SRR786517 0.9741 BIG
TS166 SRR786520 0.9427 BIG
TS166 SRR786521 0.9432 BIG
TS166 SRR786522 0.9565 BIG
TS166 SRR786523 0.9566 BIG
TS166 SRR786525 0.9771 BIG
TS166 SRR786526 0.9668 BIG
TS166 SRR786527 0.9738 BIG
TS166 SRR786528 0.9866 BIG
TS166 SRR786529 0.9649 BIG
TS166 SRR786530 0.9673 BIG
TS166 SRR786531 0.9558 BIG
TS166 SRR786532 0.9508 BIG
TS166 SRR786533 0.9609 BIG
TS166 SRR786534 0.9626 BIG
TS166 SRR786535 0.9713 BIG
TS166 SRR786536 0.9727 BIG
TS166 SRR786537 0.9736 BIG
TS166 SRR786538 0.9488 BIG
TS166 SRR786539 0.951 BIG
TS166 SRR786540 0.9736 BIG
TS166 SRR786541 0.9708 BIG
TS166 SRR786542 0.9798 BIG
TS166 SRR786543 0.9326 BIG
TS166 SRR786544 0.926 BIG
TS166 SRR786545 0.9685 BIG
TS166 SRR786546 0.9755 BIG
TS166 SRR786547 0.9748 BIG
TS166 SRR786548 0.9735 BIG
TS166 SRR786549 0.9681 BIG
TS166 SRR786550 0.9744 BIG
TS166 SRR786551 0.9764 BIG
TS166 SRR786581 0.9479 BIG
TS166 SRR786582 0.9543 BIG
TS166 SRR786583 0.9482 BIG
TS166 SRR786584 0.9544 BIG
TS166 SRR786585 0.9582 BIG
TS166 SRR786586 0.9588 BIG
TS166 SRR786587 0.9473 BIG
TS166 SRR786588 0.9505 BIG
TS166 SRR786589 0.9621 BIG
TS166 SRR786590 0.9652 BIG
TS166 SRR786591 0.9568 BIG
TS166 SRR786592 0.9592 BIG
TS166 SRR786593 0.9625 BIG
TS166 SRR786594 0.9652 BIG
TS166 SRR786595 0.9565 BIG
TS166 SRR786596 0.9594 BIG
TS629 SRR10435545 0.9801 BIG
TS629 SRR10435546 0.9871 BIG
TS629 SRR10435547 0.9875 BIG
TS629 SRR10435549 0.9157 BIG
TS629 SRR12560324 0.9569 BIG
TS629 SRR2064660 0.991 BIG
TS629 SRR2064662 0.995 BIG
TS629 SRR2064663 0.9961 BIG
TS629 SRR2064665 0.9889 BIG
TS629 SRR2064668 0.9896 BIG
TS629 SRR2064671 0.9922 BIG
TS629 SRR2356898 0.9335 BIG
TS629 SRR2356905 0.9583 BIG
TS629 SRR2356907 0.9576 BIG
TS629 SRR2356916 0.9473 BIG
TS629 SRR2356941 0.9233 BIG
TS629 SRR2356969 0.9499 BIG
TS629 SRR2939611 0.9692 BIG
TS629 SRR2939613 0.974 BIG
TS629 SRR2939615 0.9721 BIG
TS629 SRR3031978 0.9188 BIG
TS629 SRR3119178 0.9849 BIG
TS629 SRR3119184 0.9859 BIG
TS629 SRR3119185 0.9938 BIG
TS629 SRR3119186 0.9941 BIG
TS629 SRR3119187 0.9936 BIG
TS629 SRR3119188 0.9932 BIG
TS629 SRR3119189 0.9926 BIG
TS629 SRR3119190 0.9885 BIG
TS629 SRR786507 0.9835 BIG
TS629 SRR786508 0.9829 BIG
TS629 SRR786509 0.9837 BIG
TS629 SRR786514 0.98 BIG
TS629 SRR786515 0.9723 BIG
TS629 SRR786516 0.9752 BIG
TS629 SRR786517 0.9733 BIG
TS629 SRR786520 0.9421 BIG
TS629 SRR786521 0.9425 BIG
TS629 SRR786522 0.9558 BIG
TS629 SRR786523 0.9558 BIG
TS629 SRR786525 0.9765 BIG
TS629 SRR786526 0.9659 BIG
TS629 SRR786527 0.9729 BIG
TS629 SRR786528 0.9858 BIG
TS629 SRR786529 0.9642 BIG
TS629 SRR786530 0.9667 BIG
TS629 SRR786531 0.9553 BIG
TS629 SRR786532 0.9503 BIG
TS629 SRR786533 0.9602 BIG
TS629 SRR786534 0.9618 BIG
TS629 SRR786535 0.9707 BIG
TS629 SRR786536 0.9722 BIG
TS629 SRR786537 0.9727 BIG
TS629 SRR786538 0.9479 BIG
TS629 SRR786539 0.9501 BIG
TS629 SRR786540 0.9727 BIG
TS629 SRR786541 0.9697 BIG
TS629 SRR786542 0.9788 BIG
TS629 SRR786543 0.9317 BIG
TS629 SRR786544 0.925 BIG
TS629 SRR786545 0.9677 BIG
TS629 SRR786546 0.9748 BIG
TS629 SRR786547 0.9742 BIG
TS629 SRR786548 0.9729 BIG
TS629 SRR786549 0.9671 BIG
TS629 SRR786550 0.9736 BIG
TS629 SRR786551 0.9756 BIG
TS629 SRR786581 0.9476 BIG
TS629 SRR786582 0.9539 BIG
TS629 SRR786583 0.9478 BIG
TS629 SRR786584 0.9539 BIG
TS629 SRR786585 0.9578 BIG
TS629 SRR786586 0.9585 BIG
TS629 SRR786587 0.9469 BIG
TS629 SRR786588 0.95 BIG
TS629 SRR786589 0.9617 BIG
TS629 SRR786590 0.9649 BIG
TS629 SRR786591 0.9564 BIG
TS629 SRR786592 0.9588 BIG
TS629 SRR786593 0.9621 BIG
TS629 SRR786594 0.9647 BIG
TS629 SRR786595 0.956 BIG
TS629 SRR786596 0.959 BIG
TS171 SRR10435545 0.9793 BIG
TS171 SRR10435546 0.9868 BIG
TS171 SRR10435547 0.9871 BIG
TS171 SRR10435549 0.915 BIG
TS171 SRR12560324 0.9582 BIG
TS171 SRR2064660 0.9918 BIG
TS171 SRR2064662 0.9949 BIG
TS171 SRR2064663 0.996 BIG
TS171 SRR2064665 0.9899 BIG
TS171 SRR2064668 0.991 BIG
TS171 SRR2064671 0.9938 BIG
TS171 SRR2356898 0.9338 BIG
TS171 SRR2356905 0.9579 BIG
TS171 SRR2356907 0.9572 BIG
TS171 SRR2356916 0.9486 BIG
TS171 SRR2356941 0.9236 BIG
TS171 SRR2356969 0.9521 BIG
TS171 SRR2939611 0.9699 BIG
TS171 SRR2939613 0.9747 BIG
TS171 SRR2939615 0.9728 BIG
TS171 SRR3031978 0.9196 BIG
TS171 SRR3119178 0.9867 BIG
TS171 SRR3119184 0.9879 BIG
TS171 SRR3119185 0.9951 BIG
TS171 SRR3119186 0.9953 BIG
TS171 SRR3119187 0.9957 BIG
TS171 SRR3119188 0.9952 BIG
TS171 SRR3119189 0.9948 BIG
TS171 SRR3119190 0.9905 BIG
TS171 SRR786507 0.9856 BIG
TS171 SRR786508 0.9852 BIG
TS171 SRR786509 0.9859 BIG
TS171 SRR786514 0.9812 BIG
TS171 SRR786515 0.9735 BIG
TS171 SRR786516 0.9763 BIG
TS171 SRR786517 0.9747 BIG
TS171 SRR786520 0.9443 BIG
TS171 SRR786521 0.9449 BIG
TS171 SRR786522 0.9577 BIG
TS171 SRR786523 0.9578 BIG
TS171 SRR786525 0.9782 BIG
TS171 SRR786526 0.9682 BIG
TS171 SRR786527 0.9749 BIG
TS171 SRR786528 0.9886 BIG
TS171 SRR786529 0.9659 BIG
TS171 SRR786530 0.9683 BIG
TS171 SRR786531 0.9565 BIG
TS171 SRR786532 0.9515 BIG
TS171 SRR786533 0.9623 BIG
TS171 SRR786534 0.9637 BIG
TS171 SRR786535 0.9725 BIG
TS171 SRR786536 0.9738 BIG
TS171 SRR786537 0.9753 BIG
TS171 SRR786538 0.9496 BIG
TS171 SRR786539 0.9517 BIG
TS171 SRR786540 0.9746 BIG
TS171 SRR786541 0.972 BIG
TS171 SRR786542 0.9812 BIG
TS171 SRR786543 0.9336 BIG
TS171 SRR786544 0.9271 BIG
TS171 SRR786545 0.9698 BIG
TS171 SRR786546 0.9767 BIG
TS171 SRR786547 0.9759 BIG
TS171 SRR786548 0.9747 BIG
TS171 SRR786549 0.9689 BIG
TS171 SRR786550 0.9751 BIG
TS171 SRR786551 0.9777 BIG
TS171 SRR786581 0.9489 BIG
TS171 SRR786582 0.9553 BIG
TS171 SRR786583 0.9492 BIG
TS171 SRR786584 0.9552 BIG
TS171 SRR786585 0.959 BIG
TS171 SRR786586 0.9596 BIG
TS171 SRR786587 0.9485 BIG
TS171 SRR786588 0.9516 BIG
TS171 SRR786589 0.9632 BIG
TS171 SRR786590 0.9663 BIG
TS171 SRR786591 0.958 BIG
TS171 SRR786592 0.9604 BIG
TS171 SRR786593 0.9638 BIG
TS171 SRR786594 0.9663 BIG
TS171 SRR786595 0.9579 BIG
TS171 SRR786596 0.9609 BIG
